Charge Type,Charge Group,Charge Category ,Charge Code,Charge Name,Base Rate,QATARI,GCC,Resident,SHC-GCC,RHC-GCC,SHC,RHC,Visitor,Servant,Handicap,Baby
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004175,DayANDNight Nurse For ColdANDFlu,19.236,0,19.236,19.236,19.236,19.236,19.236,19.236,25.969,19.236,19.236,19.236
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004176,Telmisartan/Chlorthalidone 40 Mg/12.5 Mg Tab,5.731,0,5.732,5.732,5.732,5.732,5.732,5.732,7.738,5.732,5.732,5.732
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004177,Probiotic/Vitamin C (Cranberry Plus Probiotic) Tab,2.126,0,2.126,2.126,2.126,2.126,2.126,2.126,2.871,2.126,2.126,2.126
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004178,Lisdexamfetamine 30 mg CAP,13.652,0,13.652,13.652,13.652,13.652,13.652,13.652,18.43,13.652,13.652,13.652
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004179,Upadacitinib 15Mg Extended-Release Tablets,179.484,0,179.484,179.484,179.484,179.484,179.484,179.484,242.303,179.484,179.484,179.484
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004180,Capsaicin 0.075 % CRM,28.042,0,28.042,28.042,28.042,28.042,28.042,28.042,37.856,28.042,28.042,28.042
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004181,Apalutamide 60 Mg Tab,105.092,0,105.092,105.092,105.092,105.092,105.092,105.092,141.875,105.092,105.092,105.092
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004182,Water for Injection (bacteriostatic) 30 mL INJ,0,0,0,0,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004183,Hydroxytryptophan 100 Mg Cap,1.369,0,1.369,1.369,1.369,1.369,1.369,1.369,1.848,1.369,1.369,1.369
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004184,Collagen Type Ii/Rosehip Extract/Copper/Vitamin C (Litozin) Tab,7.209,0,7.209,7.209,7.209,7.209,7.209,7.209,9.732,7.209,7.209,7.209
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004185,Vitamin D3 (cholecalciferoL) 2000 units TAB,0.408,0,0.408,0.408,0.408,0.408,0.408,0.408,0.551,0.408,0.408,0.408
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004186,VITAMIN B12 (CYANOCOBALAMIN) 1000MCG TABLET,2.16,0,2.16,2.16,2.16,2.16,2.16,2.16,2.916,2.16,2.16,2.16
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004189,SALBUTAMOL 5 MG /2.5 ML NEBULE,0.748,0,0.748,0.748,0.748,0.748,0.748,0.748,1.01,0.748,0.748,0.748
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004192,Etelcalcetide 5 Mg/Ml (2 Ml) Inj,282,0,282,282,282,282,282,282,380.7,282,282,282
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004193,URSODEOXYCHOLIC ACID 500MG TABLET,2.603,0,2.603,2.603,2.603,2.603,2.603,2.603,3.514,2.603,2.603,2.603
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004194,PROMETHAZINE HYDROCHLORIDE 25MG SUPPOSITORIES,35.764,0,35.764,35.764,35.764,35.764,35.764,35.764,48.281,35.764,35.764,35.764
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004195,Crizanlizumab-Tmca 10 Mg/Ml (10 Ml) Inj,6678,0,6678,6678,6678,6678,6678,6678,9015.3,6678,6678,6678
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004196,Colchicine (Colchicum Dispert) 0.5 Mg Tab,0.425,0,0.425,0.425,0.425,0.425,0.425,0.425,0.573,0.425,0.425,0.425
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004197,Colchicine Opocalcium 1 Mg Tab,2.453,0,2.453,2.453,2.453,2.453,2.453,2.453,3.312,2.453,2.453,2.453
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004198,risdiplam 0.75 mg/mL (80 mL) SOL,37416.38,0,37416.38,37416.38,37416.38,37416.38,37416.38,37416.38,50512.113,37416.38,37416.38,37416.38
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004199,melatonin 2 mg (sustained release) CAP,0.932,0,0.932,0.932,0.932,0.932,0.932,0.932,1.259,0.932,0.932,0.932
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004201,Zinc elemental (amino acid chelate) 15 mg TAB,1.096,0,1.096,1.096,1.096,1.096,1.096,1.096,1.48,1.096,1.096,1.096
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004202,GABAPENTIN 600MG TABLETS,1.289,0,1.289,1.289,1.289,1.289,1.289,1.289,1.74,1.289,1.289,1.289
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004203,Luspatercept-Aamt 25 Mg Inj,7448.416,0,7448.416,7448.416,7448.416,7448.416,7448.416,7448.416,10055.362,7448.416,7448.416,7448.416
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004204,Budesonide 1 Mg (Orodispersible) Tab,17.423,0,17.423,17.423,17.423,17.423,17.423,17.423,23.521,17.423,17.423,17.423
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004205,Dicycloverine (Dicyclomine) 10 Mg Tab,2.023,0,2.023,2.023,2.023,2.023,2.023,2.023,2.731,2.023,2.023,2.023
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004206,Dabrafenib 50 mg CAP,28.277,0,28.277,28.277,28.277,28.277,28.277,28.277,38.174,28.277,28.277,28.277
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004208,Black cohosh root extract 13 mg TAB,3.073,0,3.073,3.073,3.073,3.073,3.073,3.073,4.149,3.073,3.073,3.073
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004209,Durvalumab 50 mg/mL (2.4 mL) INJ,2626.016,0,2626.016,2626.016,2626.016,2626.016,2626.016,2626.016,3545.122,2626.016,2626.016,2626.016
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004210,Magnesium chloride 20% 200 mg/mL (50 mL) INJ,68.989,0,68.989,68.989,68.989,68.989,68.989,68.989,93.135,68.989,68.989,68.989
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004211,ParacetamoL (acetaminophen)/diphenhydrAMINE 500 mg/25 mg TAB,1.34,0,1.34,1.34,1.34,1.34,1.34,1.34,1.808,1.34,1.34,1.34
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8911004212,PropranoloL 40 mg (sustained release) TAB,8.107,0,0,2,0.811,0.811,0.811,0.811,10.944,1.621,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004213,melatonin 5 mg CAP,0.647,0,0.647,0.647,0.647,0.647,0.647,0.647,0.873,0.647,0.647,0.647
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004214,tucatinib 150 mg TAB,830.035,0,830.035,830.035,830.035,830.035,830.035,830.035,1120.547,830.035,830.035,830.035
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004215,HYDROCORTISONE 20MG MODIFIED RELEASE TABLET,42.84,0,42.84,42.84,42.84,42.84,42.84,42.84,57.834,42.84,42.84,42.84
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004220,Capmatinib 200 mg TAB,1064.355,0,1064.355,1064.355,1064.355,1064.355,1064.355,1064.355,1436.88,1064.355,1064.355,1064.355
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004221,Voxelotor 500 mg TAB,619.417,0,619.417,619.417,619.417,619.417,619.417,619.417,836.213,619.417,619.417,619.417
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004222,VOLTAREN EMULGEL 2% 50G,25.83,0,25.83,25.83,25.83,25.83,25.83,25.83,34.871,25.83,25.83,25.83
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004224,Cariprazine 1.5 mg CAP,10.328,0,10.328,10.328,10.328,10.328,10.328,10.328,13.943,10.328,10.328,10.328
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004225,Cariprazine 3 mg CAP,10.414,0,10.414,10.414,10.414,10.414,10.414,10.414,14.059,10.414,10.414,10.414
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004226,Cariprazine 6 mg CAP,10.138,0,10.138,10.138,10.138,10.138,10.138,10.138,13.686,10.138,10.138,10.138
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004227,NetarsudiL 0.02 % Eye Drops,1151.186,0,1151.186,1151.186,1151.186,1151.186,1151.186,1151.186,1554.102,1151.186,1151.186,1151.186
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004231,Fluticasone 1 mg/mL (400 mcg/dose) Nasal Drops,4.294,0,4.294,4.294,4.294,4.294,4.294,4.294,5.797,4.294,4.294,4.294
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004232,PrednisoLONE 20 mg (orodispersible) TAB,1.787,0,1.787,1.787,1.787,1.787,1.787,1.787,2.412,1.787,1.787,1.787
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004233,Lanadelumab 150 mg/mL (2 mL) PFS INJ,46848,0,46848,46848,46848,46848,46848,46848,63244.8,46848,46848,46848
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004235,Insulin Aspart 100 Units /Ml For Subcutaneous Or Intravenous Use 10Ml Vial,80.396,0,80.396,80.396,80.396,80.396,80.396,80.396,108.534,80.396,80.396,80.396
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004236,Olmesartan 20 Mg / Amlodipine 5 Mg / Hct 12.5 Mg Film Coated Tablet,3.123,0,3.123,3.123,3.123,3.123,3.123,3.123,4.216,3.123,3.123,3.123
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004237,Sildenafil Oral Jelly 100Mg/5Gm Sachets,64.095,0,64.095,64.095,64.095,64.095,64.095,64.095,86.529,64.095,64.095,64.095
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004238,Naltrexone 380Mg/4Ml  For Extended-Release Injectable Suspension - Single-Dose Vial,5470.737,0,5470.737,5470.737,5470.737,5470.737,5470.737,5470.737,7385.495,5470.737,5470.737,5470.737
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004239,Risankizumab 75 mg/0.83 mL PFS INJ,6679.5,0,6679.5,6679.5,6679.5,6679.5,6679.5,6679.5,9017.325,6679.5,6679.5,6679.5
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004240,Dofetilide 500 mcg CAP,3.239,0,3.239,3.239,3.239,3.239,3.239,3.239,4.372,3.239,3.239,3.239
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004241,Amphetamine/dextroamphetamine (Adderall) 7.5 mg/7.5 mg (extended release) 15 mg CAP,40.326,0,40.326,40.326,40.326,40.326,40.326,40.326,54.44,40.326,40.326,40.326
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004243,Alpha lipoic acid (thioctic acid) 600 mg TAB,3.169,0,3.169,3.169,3.169,3.169,3.169,3.169,4.278,3.169,3.169,3.169
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004244,Letermovir 480Mg Tablets,908.9,0,908.9,908.9,908.9,908.9,908.9,908.9,1227.015,908.9,908.9,908.9
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004245,rutin/Vitamin C (ascorbic acid) 60 mg/160 mg TABLET,2.5,0,2.5,2.5,2.5,2.5,2.5,2.5,3.375,2.5,2.5,2.5
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004246,Fluticasone/umeclidinium/vilanteroL (Trelegy Ellipta) 92 mcg/55 mcg/22 mcg/dose (30 doses) DPI,226.848,0,226.848,226.848,226.848,226.848,226.848,226.848,306.245,226.848,226.848,226.848
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004247,"Iron/ascorbic acid, ferric pyrophosphate/ascorbic acid (Ferosom Forte) 30 mg iron/70 mg CAP",3.65,0,3.65,3.65,3.65,3.65,3.65,3.65,4.928,3.65,3.65,3.65
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004248,Dexamethasone/oxytetracycline 0.267 mg/1.335 mg Eye OINT,1.502,0,1.502,1.502,1.502,1.502,1.502,1.502,2.028,1.502,1.502,1.502
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004249,Dulaglutide 3 mg/0.5 mL PEN INJ,110.212,0,110.212,110.212,110.212,110.212,110.212,110.212,148.786,110.212,110.212,110.212
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004250,Clotrimazole 10 mg Lozenges,1.645,0,1.645,1.645,1.645,1.645,1.645,1.645,2.22,1.645,1.645,1.645
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004252,Enfortumab vedotin (Padcev) 30 mg INJ,27249.805,0,27249.805,27249.805,27249.805,27249.805,27249.805,27249.805,36787.237,27249.805,27249.805,27249.805
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004253,Ruxolitinib 1.5 % CRM,7928.234,0,7928.234,7928.234,7928.234,7928.234,7928.234,7928.234,10703.116,7928.234,7928.234,7928.234
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004254,Lanadelumab 150 mg/mL (2 mL) INJ,52469.75,0,52469.75,52469.75,52469.75,52469.75,52469.75,52469.75,70834.163,52469.75,52469.75,52469.75
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004255,Fluocinolone acetonide 190 mcg Implant,0,0,0,0,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004256,"Ispaghula husk (psyllium, Bio3 Fiber With Fruits) 4 gm Sachet",2.765,0,2.765,2.765,2.765,2.765,2.765,2.765,3.733,2.765,2.765,2.765
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004257,Omadacycline 150 mg TAB,1583.333,0,1583.333,1583.333,1583.333,1583.333,1583.333,1583.333,2137.5,1583.333,1583.333,1583.333
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004258,Pomalidomide 3 mg CAP,460.329,0,460.329,460.329,460.329,460.329,460.329,460.329,621.444,460.329,460.329,460.329
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004259,Indomethacin 50 mg TAB,0.352,0,0.352,0.352,0.352,0.352,0.352,0.352,0.476,0.352,0.352,0.352
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004260,Hydrocortisone 5 mg (sustained release) TAB,20.221,0,20.221,20.221,20.221,20.221,20.221,20.221,27.298,20.221,20.221,20.221
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004261,Emollient (Epaderm) 500 gm OINT,37.664,0,37.664,37.664,37.664,37.664,37.664,37.664,50.846,37.664,37.664,37.664
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004262,Eye Lubricant (Lubricating Eye Gel) 10 mL Eye Gel,41.766,0,41.766,41.766,41.766,41.766,41.766,41.766,56.383,41.766,41.766,41.766
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004263,Fluorometholone 0.1% (5 mL) Eye Drops,9.149,0,9.149,9.149,9.149,9.149,9.149,9.149,12.351,9.149,9.149,9.149
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004264,Naltrexone 4.5 mg CAP,22.255,0,22.255,22.255,22.255,22.255,22.255,22.255,30.045,22.255,22.255,22.255
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004265,Probiotic (5 Billion CFU) CAP,0,0,0,0,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004266,perampaneL 0.5 mg/mL SUSP,346.624,0,346.624,346.624,346.624,346.624,346.624,346.624,467.942,346.624,346.624,346.624
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004267,Caplacizumab - Yhdp 11Mg Per Vial For Intravenous And Subcutaneous Use,24458.86,0,24458.86,24458.86,24458.86,24458.86,24458.86,24458.86,33019.461,24458.86,24458.86,24458.86
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004268,Romosozumab 105Mg/1.17Ml -Aqqg Solution For Injection Single Use Pfs,1010,0,1010,1010,1010,1010,1010,1010,1363.5,1010,1010,1010
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004269,Semaglutide 3 mg TAB,19.463,0,19.463,19.463,19.463,19.463,19.463,19.463,26.275,19.463,19.463,19.463
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004271,Flupentixol 0.5Mg/Melitracen10Mg Film Coated Tablet,0.645,0,0.645,0.645,0.645,0.645,0.645,0.645,0.871,0.645,0.645,0.645
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004272,Brolucizumab 120 mg/mL (1 mL) PFS INJ,5008.52,0,5008.52,5008.52,5008.52,5008.52,5008.52,5008.52,6761.502,5008.52,5008.52,5008.52
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004273,FluorouraciL 5% (topical) SOL,21.47,0,21.47,21.47,21.47,21.47,21.47,21.47,28.985,21.47,21.47,21.47
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004274,Delgocitinib 0.5% OINT,57.673,0,57.673,57.673,57.673,57.673,57.673,57.673,77.859,57.673,57.673,57.673
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004275,Clobazam 10 Mg Tablet,22.058,0,22.058,22.058,22.058,22.058,22.058,22.058,29.779,22.058,22.058,22.058
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004276,Alogliptin 25Mg/Pioglitazone 30Mg Tablet,8.245,0,8.245,8.245,8.245,8.245,8.245,8.245,11.13,8.245,8.245,8.245
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004277,fostamatinib 100 mg TAB,327.701,0,327.701,327.701,327.701,327.701,327.701,327.701,442.396,327.701,327.701,327.701
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004278,Rosuvastatin 20 mg TABLET,0.435,0,0.435,0.435,0.435,0.435,0.435,0.435,0.588,0.435,0.435,0.435
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004279,cranberry 425 mg CAP,0.572,0,0.572,0.572,0.572,0.572,0.572,0.572,0.772,0.572,0.572,0.572
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004280,SELPERCATINB 80 MG CAPSULE,469.918,0,469.918,469.918,469.918,469.918,469.918,469.918,634.389,469.918,469.918,469.918
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004281,Pirfenidone 267 mg TABLET,29.204,0,29.204,29.204,29.204,29.204,29.204,29.204,39.425,29.204,29.204,29.204
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004282,amantadine 137 mg (sustained release) CAP,181.707,0,181.707,181.707,181.707,181.707,181.707,181.707,245.304,181.707,181.707,181.707
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004283,Emicizumab-kxwh 30 mg INJ,11518.255,0,11518.255,11518.255,11518.255,11518.255,11518.255,11518.255,15549.645,11518.255,11518.255,11518.255
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004284,Emicizumab-kxwh 150 mg INJ,55581.72,0,55581.72,55581.72,55581.72,55581.72,55581.72,55581.72,75035.323,55581.72,55581.72,55581.72
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004285,Emicizumab-kxwh 60 mg/0.4 mL INJ,10493.456,0,10493.456,10493.456,10493.456,10493.456,10493.456,10493.456,14166.165,10493.456,10493.456,10493.456
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004286,TESTOSTERONE 125MG (2.5%) GEL,6.891,0,6.891,6.891,6.891,6.891,6.891,6.891,9.303,6.891,6.891,6.891
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004287,Sacituzumab Govitecan-hziy 180 mg Inj,5631.04,0,5631.04,5631.04,5631.04,5631.04,5631.04,5631.04,7601.904,5631.04,5631.04,5631.04
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004288,Erythromycin lactobionate 500 mg INJ,60.767,0,60.767,60.767,60.767,60.767,60.767,60.767,82.035,60.767,60.767,60.767
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004290,METRONIDAZOLE 0.75% VAGINAL GEL (70G),152.293,0,152.293,152.293,152.293,152.293,152.293,152.293,205.595,152.293,152.293,152.293
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004291,TAFAMIDIS 61MG CAPSULES,1825.1,0,1825.1,1825.1,1825.1,1825.1,1825.1,1825.1,2463.885,1825.1,1825.1,1825.1
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004292,ACICLOVIR 200MG TABLET,0.414,0,0.414,0.414,0.414,0.414,0.414,0.414,0.558,0.414,0.414,0.414
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004293,Chlormethine (mechlorethamine) 0.02 % GEL,7500,0,7500,7500,7500,7500,7500,7500,10125,7500,7500,7500
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004294,PrednisoLONE 5 mg SUPP,59.176,0,59.176,59.176,59.176,59.176,59.176,59.176,79.888,59.176,59.176,59.176
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004295,MAGNESIUM GLUDCONATE 550MG TABLET,0.511,0,0.511,0.511,0.511,0.511,0.511,0.511,0.69,0.511,0.511,0.511
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004296,SUDOCREM(ZINC OXIDE 15.25% W/W)ANTISEPTIC HEALING CREAM,30,0,30,30,30,30,30,30,40.5,30,30,30
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004297,"GARDASIL9 - 0.5ML [ HUMAN PAPILLOMAVIRUS 9-VALENT VACCINE,RECOMBINANT  (HPV)]",585.58,0,585.58,585.58,585.58,585.58,585.58,585.58,790.533,585.58,585.58,585.58
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004298,Coal tar/salicylic acid/sulphur 12 %/2 %/4 % (40 gm) OINT,155.639,0,155.639,155.639,155.639,155.639,155.639,155.639,210.112,155.639,155.639,155.639
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004299,Vortioxetine 5 Mg Tablet Vortioxetine 5 Mg Tab,5.161,0,5.161,5.161,5.161,5.161,5.161,5.161,6.967,5.161,5.161,5.161
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004301,Ofatumumab 20Mg/0.4Ml Single-Dose Prefilled Pen,19253.458,0,19253.458,19253.458,19253.458,19253.458,19253.458,19253.458,25992.168,19253.458,19253.458,19253.458
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004302,Tretinoin 0.05%   Gel,657.036,0,657.036,657.036,657.036,657.036,657.036,657.036,886.999,657.036,657.036,657.036
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004303,Urea (with Ceramides) 5 % CRM,106.683,0,106.683,106.683,106.683,106.683,106.683,106.683,144.022,106.683,106.683,106.683
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004305,Urea 10%   Lotion,164.633,0,164.633,164.633,164.633,164.633,164.633,164.633,222.255,164.633,164.633,164.633
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004306,Vitamin B1 (Thiamin) 500Mg Capsule,1.806,0,1.806,1.806,1.806,1.806,1.806,1.806,2.439,1.806,1.806,1.806
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004307,Trifarotene 0.005% Cream ( 50 Mcg/G Of Trifarotene) 45G Pump,2533.239,0,2533.239,2533.239,2533.239,2533.239,2533.239,2533.239,3419.872,2533.239,2533.239,2533.239
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004308,Tretinoin 0.06% Microsphere Gel ( 0.6 Mg/G Of Tretinoin ) Pump 50G,3785.257,0,3785.257,3785.257,3785.257,3785.257,3785.257,3785.257,5110.097,3785.257,3785.257,3785.257
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004309,CLASCOTERONE 1% CREAM (10MG /G OF CLASCOTERONE ) 60G,2222.972,0,2222.972,2222.972,2222.972,2222.972,2222.972,2222.972,3001.012,2222.972,2222.972,2222.972
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004310,Dapsone 7.5% Gel ( 75Mg/G Of Dapsone ) Pump 60G,3328.603,0,3328.603,3328.603,3328.603,3328.603,3328.603,3328.603,4493.614,3328.603,3328.603,3328.603
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004311,Patiromer  8.4G (As Patiromer Sorbitex Calcium) Sachet,40.167,0,40.167,40.167,40.167,40.167,40.167,40.167,54.225,40.167,40.167,40.167
